NAME	WEBSITE	STORAGE	REGISTRATION?	ONIONv3	NOTES
Oshi	https://oshi.ec/	max. 5000MB / file	NO	http://5ety7tpkim5me6eszuwcje7bmy25pbtrjtue7zkqqgziljwqy3rrikqd.onion	Supports various protocols for upload!
